49.670 -120.0
50.815 1.7377
50.124 1.0150
21.628 -101.2
44.149 -76.70
38.894 27.170
39.358 27.791
53.946 18.568
-6.626 -40.86
-8.032 -40.62
53.241 0.4595
44.053 -81.64
53.483 -3.183
44.801 2.4037
39.008 -1.370
36.222 -5.459
36.128 -5.715
37.810 27.386
21.188 -88.96
43.912 -81.67
62.906 14.076
51.716 1.2138
37.718 13.904
18.294 -97.71
-2.920 -41.62
37.606 31.688
45.677 2.5409
-38.77 -62.57
40.637 -7.273
47.444 3.2737
26.193 -100.5
-31.16 25.033
11.222 108.69
55.916 -3.811
21.729 -101.3
58.189 -2.709
48.513 11.326
49.499 4.0800
39.647 99.976
35.220 -5.421
39.358 27.817
48.049 3.1927
28.452 32.945
31.811 -9.379
-36.76 -73.06
-5.340 -35.97
55.023 -6.442
41.089 28.485
42.965 -2.481
27.938 34.564
50.398 6.3191
34.258 -4.079
-10.62 -41.56
40.724 26.249
37.233 -8.805
40.749 8.4459
43.499 28.298
43.718 3.0053
-31.52 19.360
32.476 -99.46
48.586 5.5162
-2.731 -42.36
23.059 -101.8
21.993 69.192
44.673 2.4236
-34.14 19.302
27.016 70.632
40.181 27.500
66.002 28.764
42.356 -3.918
53.410 18.920
-5.361 -35.63
11.574 108.36
42.596 -70.80
-4.762 -81.22
45.104 -73.42
40.858 15.283
-41.46 -72.90
28.004 -102.6
45.434 5.3710
43.452 -6.547
38.854 37.116
-38.21 143.76
-32.81 20.709
48.371 -67.83
11.890 121.98
9.8953 106.66
47.956 5.5697
68.727 15.266
58.189 -2.793
51.332 9.1001
39.697 26.932
24.222 74.794
38.353 29.769
54.277 11.403
46.518 -0.980
41.119 27.735
39.470 26.865
37.558 27.467
-6.040 -36.50
47.232 5.6995
51.195 -1.309
16.562 78.950
43.475 -92.85
51.945 1.8720
50.826 3.3330
48.681 3.5030
44.110 5.5638
8.3046 77.879
55.309 -4.497
38.603 30.760
-10.76 -43.38
-29.33 19.276
51.489 14.087
-10.66 -41.59
19.992 -96.57
52.931 -1.441
27.812 -15.45
42.917 3.0599
45.227 34.648
33.486 10.058
18.841 73.456
50.830 -128.0
59.210 13.266
54.999 -120.8
33.908 -116.5
-34.12 22.019
43.852 -81.69
41.058 15.496
37.479 23.291
44.074 28.136
48.323 1.8622
40.349 -89.42
19.566 -99.99
-28.92 -71.45
71.877 -80.83
28.585 -10.35
30.952 118.54
47.812 9.1377
-30.34 -50.46
42.391 26.518
19.098 -98.39
39.982 26.420
-34.14 21.872
-32.27 -52.37
14.689 -16.69
44.876 4.4227
-3.631 -39.11
17.330 -95.71
-5.268 -36.02
53.009 -3.517
-38.30 142.14
37.974 -95.17
40.334 28.499
54.555 11.538
-31.76 -53.60
-29.60 18.434
51.284 6.9425
49.406 -126.5
51.950 2.1100
40.172 8.6693
-34.52 149.43
42.727 -114.4
29.613 -101.4
52.609 4.4062
16.769 75.168
37.384 22.409
-38.25 143.81
40.682 38.303
44.936 22.268
-5.523 -36.42
28.821 -10.00
-14.07 -42.68
-6.520 -35.70
38.500 27.300
52.533 -9.555
51.215 2.4283
27.866 103.27
46.448 -1.283
52.646 23.107
33.475 10.114
-28.56 -48.89
39.916 26.402
15.569 75.771
37.491 23.164
50.334 2.2851
59.405 27.642
39.304 -9.214
40.850 32.266
63.182 24.527
27.116 -97.50
51.491 19.646
56.269 -2.253
-37.68 -72.58
40.824 26.680
45.748 3.7877
33.881 115.07
51.712 -3.583
-22.28 -48.40
-8.902 -36.73
50.480 -4.864
52.593 -3.494
55.319 13.490
51.808 19.056
-33.95 150.92
42.503 8.7033
-31.54 23.353
9.5687 80.335
-26.72 -52.72
43.600 5.8100
48.449 5.5838
-19.88 29.288
58.253 6.9648
55.366 -4.051
27.119 72.316
53.177 2.9850
40.269 27.852
35.493 -5.803
40.350 28.824
-41.70 -73.68
22.639 75.337
-32.74 25.897
39.185 36.460
40.084 28.586
-33.31 26.457
18.623 120.85
-45.43 -71.56
24.437 120.25
39.311 27.816
9.0997 78.009
39.469 27.110
57.031 13.048
40.667 15.973
28.180 32.995
16.597 -94.80
29.449 32.464
52.333 -3.107
35.812 -5.662
